file,latitude,longitude,elevation,K_percent,U_ppm,Th_ppm,K_from_PADK,K_from_PADU,K_from_PADTh,U_from_PADK,U_from_PADU,U_from_PADTh,Th_from_PADK,Th_from_PADU,Th_from_PADTh,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000395.spc,53.2765160000,-9.0432140000,36.5,5.988,27.268,58.429,4.7878,0.7267,0.4734,0.9646,25.3851,0.9179,1.7753,2.7453,53.9088,0.6989,0.6211,0.4831,1.0000
spect_000396.spc,53.2788570000,-9.0430910000,49.1,5.564,26.295,49.901,4.4588,0.7048,0.4003,0.8983,24.6204,0.7762,1.6533,2.6626,45.5848,0.6509,0.6024,0.4085,0.9999
spect_000397.spc,53.2723560000,-9.0527160000,37.6,5.964,27.097,51.373,4.8276,0.7250,0.4114,0.9726,25.3268,0.7976,1.7901,2.7390,46.8444,0.7048,0.6197,0.4198,0.9999
spect_000398.spc,53.2714370000,-9.0595230000,46.2,6.273,27.634,54.999,5.0943,0.7372,0.4420,1.0263,25.7510,0.8569,1.8890,2.7849,50.3254,0.7437,0.6301,0.4510,1.0000
spect_000399.spc,53.2606590000,-9.0477410000,64.8,5.659,29.278,53.897,4.4378,0.7885,0.4327,0.8940,27.5449,0.8390,1.6456,2.9789,49.2730,0.6479,0.6740,0.4416,1.0000
spect_000400.spc,53.2768040000,-9.0582930000,35.1,6.034,28.535,52.223,4.8508,0.7657,0.4174,0.9772,26.7483,0.8093,1.7987,2.8928,47.5313,0.7081,0.6545,0.4259,0.9999
spect_000401.spc,53.2631650000,-9.0447840000,39.5,5.763,27.123,56.355,4.5820,0.7247,0.4560,0.9231,25.3161,0.8840,1.6990,2.7379,51.9181,0.6689,0.6194,0.4653,1.0000
spect_000402.spc,53.2652050000,-9.0457280000,35.2,6.156,27.291,54.644,4.9879,0.7281,0.4395,1.0049,25.4338,0.8521,1.8495,2.7506,50.0439,0.7282,0.6223,0.4485,0.9999
spect_000403.spc,53.2782450000,-9.0537280000,38.5,6.203,28.503,57.933,4.9739,0.7613,0.4673,1.0020,26.5946,0.9060,1.8443,2.8761,53.2123,0.7261,0.6507,0.4769,0.9999
spect_000404.spc,53.2628960000,-9.0457040000,39.4,5.453,26.505,49.225,4.3468,0.7118,0.3945,0.8757,24.8642,0.7649,1.6118,2.6890,44.9240,0.6346,0.6084,0.4026,0.9999
spect_000405.spc,53.2606830000,-9.0544460000,46.2,5.933,25.335,54.812,4.8168,0.6729,0.4434,0.9704,23.5048,0.8596,1.7861,2.5420,50.4844,0.7032,0.5751,0.4524,0.9999
spect_000406.spc,53.2674950000,-9.0553940000,56.5,5.879,28.753,53.111,4.6806,0.7725,0.4256,0.9430,26.9850,0.8251,1.7356,2.9184,48.4569,0.6833,0.6603,0.4342,0.9999
spect_000407.spc,53.2756170000,-9.0463220000,51.6,5.893,25.721,51.264,4.7957,0.6858,0.4118,0.9661,23.9567,0.7985,1.7783,2.5909,46.8954,0.7001,0.5862,0.4202,1.0000
spect_000408.spc,53.2759690000,-9.0538300000,44.6,5.877,27.068,50.533,4.7474,0.7251,0.4043,0.9564,25.3281,0.7838,1.7603,2.7392,46.0336,0.6930,0.6197,0.4125,0.9999
spect_000409.spc,53.2666550000,-9.0415660000,35.0,6.288,25.980,55.710,5.1494,0.6891,0.4496,1.0374,24.0711,0.8717,1.9094,2.6032,51.1975,0.7517,0.5890,0.4588,0.9999
spect_000410.spc,53.2655980000,-9.0527830000,51.9,6.023,26.638,48.122,4.9275,0.7129,0.3829,0.9927,24.9034,0.7424,1.8271,2.6932,43.6015,0.7193,0.6093,0.3907,1.0000
spect_000411.spc,53.2736160000,-9.0530490000,35.5,5.909,25.790,52.983,4.7956,0.6869,0.4269,0.9661,23.9960,0.8277,1.7782,2.5951,48.6096,0.7001,0.5871,0.4356,0.9999
spect_000412.spc,53.2763170000,-9.0564040000,43.8,5.650,26.126,53.339,4.5211,0.6979,0.4306,0.9108,24.3802,0.8348,1.6764,2.6367,49.0263,0.6600,0.5965,0.4393,0.9998
spect_000413.spc,53.2728750000,-9.0446710000,38.2,6.397,27.566,51.990,5.2461,0.7359,0.4151,1.0569,25.7045,0.8048,1.9453,2.7799,47.2653,0.7659,0.6289,0.4236,0.9999
spect_000414.spc,53.2676510000,-9.0438260000,57.3,5.897,27.178,54.618,4.7306,0.7263,0.4402,0.9530,25.3720,0.8534,1.7541,2.7439,50.1198,0.6906,0.6208,0.4491,0.9999
spect_000415.spc,53.2658660000,-9.0528620000,47.9,5.786,27.582,51.640,4.6327,0.7399,0.4139,0.9333,25.8463,0.8024,1.7178,2.7952,47.1266,0.6763,0.6324,0.4223,1.0000
spect_000416.spc,53.2656830000,-9.0441400000,54.0,6.247,28.073,50.123,5.0964,0.7521,0.3986,1.0267,26.2731,0.7729,1.8897,2.8414,45.3919,0.7440,0.6428,0.4068,0.9999
spect_000417.spc,53.2648980000,-9.0553400000,57.2,6.273,25.824,50.533,5.1821,0.6870,0.4041,1.0440,23.9964,0.7835,1.9216,2.5952,46.0161,0.7565,0.5871,0.4124,0.9999
spect_000418.spc,53.2748410000,-9.0506550000,38.7,5.776,27.416,49.219,4.6471,0.7362,0.3927,0.9362,25.7183,0.7613,1.7231,2.7814,44.7143,0.6784,0.6293,0.4007,1.0000
spect_000419.spc,53.2778780000,-9.0481610000,43.4,5.660,25.978,56.414,4.5102,0.6923,0.4578,0.9086,24.1819,0.8875,1.6724,2.6152,52.1266,0.6584,0.5917,0.4671,1.0000
spect_000420.spc,53.2760450000,-9.0535730000,55.0,5.786,27.113,53.242,4.6316,0.7257,0.4284,0.9331,25.3490,0.8306,1.7174,2.7414,48.7833,0.6761,0.6202,0.4372,1.0000
spect_000421.spc,53.2637350000,-9.0450920000,51.9,6.360,26.465,51.798,5.2412,0.7044,0.4145,1.0559,24.6052,0.8035,1.9435,2.6610,47.1934,0.7651,0.6020,0.4229,0.9998
spect_000422.spc,53.2673700000,-9.0479210000,40.4,5.673,26.650,49.344,4.5636,0.7147,0.3948,0.9194,24.9653,0.7654,1.6922,2.6999,44.9521,0.6662,0.6108,0.4028,0.9999
spect_000423.spc,53.2792170000,-9.0492170000,46.5,6.218,25.837,49.106,5.1383,0.6883,0.3917,1.0352,24.0420,0.7594,1.9053,2.6001,44.6009,0.7501,0.5883,0.3997,1.0000
spect_000424.spc,53.2673640000,-9.0588750000,37.2,6.300,27.772,51.136,5.1498,0.7427,0.4077,1.0375,25.9439,0.7904,1.9095,2.8058,46.4210,0.7518,0.6348,0.4160,1.0000
spect_000425.spc,53.2671420000,-9.0507170000,53.5,5.560,26.115,49.612,4.4625,0.6998,0.3980,0.8990,24.4442,0.7715,1.6547,2.6436,45.3137,0.6515,0.5981,0.4061,0.9999
spect_000426.spc,53.2651020000,-9.0560670000,47.7,5.722,26.099,56.495,4.5689,0.6954,0.4582,0.9205,24.2900,0.8883,1.6942,2.6269,52.1734,0.6670,0.5943,0.4675,0.9999
spect_000427.spc,53.2654520000,-9.0551270000,37.7,5.833,25.913,54.942,4.6985,0.6901,0.4443,0.9466,24.1048,0.8614,1.7422,2.6069,50.5928,0.6859,0.5898,0.4534,0.9999
spect_000428.spc,53.2727310000,-9.0542110000,47.1,5.826,25.959,49.844,4.7335,0.6937,0.3993,0.9536,24.2313,0.7742,1.7552,2.6206,45.4687,0.6910,0.5929,0.4075,1.0000
spect_000429.spc,53.2784740000,-9.0419610000,38.7,5.843,25.197,46.249,4.8011,0.6732,0.3682,0.9672,23.5156,0.7139,1.7803,2.5432,41.9259,0.7009,0.5754,0.3757,0.9999
spect_000430.spc,53.2667350000,-9.0576100000,36.0,6.137,24.713,47.690,5.0998,0.6569,0.3804,1.0274,22.9481,0.7376,1.8910,2.4818,43.3175,0.7445,0.5615,0.3882,0.9996
spect_000431.spc,53.2705700000,-9.0598210000,62.6,6.051,26.173,53.400,4.9246,0.6970,0.4298,0.9921,24.3471,0.8333,1.8260,2.6331,48.9409,0.7189,0.5957,0.4386,1.0000
spect_000432.spc,53.2726640000,-9.0591280000,59.2,5.850,27.398,48.677,4.7268,0.7355,0.3877,0.9523,25.6938,0.7517,1.7527,2.7787,44.1456,0.6900,0.6287,0.3956,0.9999
spect_000433.spc,53.2608560000,-9.0490400000,64.8,5.761,24.069,52.590,4.6973,0.6383,0.4254,0.9463,22.2979,0.8247,1.7418,2.4115,48.4366,0.6857,0.5456,0.4341,0.9998
spect_000434.spc,53.2763390000,-9.0597450000,37.2,5.776,27.009,51.380,4.6400,0.7236,0.4121,0.9348,25.2749,0.7990,1.7205,2.7334,46.9264,0.6774,0.6184,0.4205,1.0000
spect_000435.spc,53.2705080000,-9.0553610000,35.7,5.839,24.991,48.445,4.7847,0.6663,0.3878,0.9639,23.2754,0.7518,1.7742,2.5172,44.1541,0.6985,0.5695,0.3957,0.9998
spect_000436.spc,53.2729670000,-9.0475080000,38.5,5.908,26.264,49.004,4.8144,0.7024,0.3914,0.9699,24.5349,0.7588,1.7852,2.6534,44.5652,0.7028,0.6003,0.3994,1.0000
spect_000437.spc,53.2717380000,-9.0528670000,54.7,5.666,27.613,52.463,4.5032,0.7411,0.4215,0.9072,25.8882,0.8172,1.6698,2.7998,47.9937,0.6574,0.6334,0.4301,0.9999
spect_000438.spc,53.2751530000,-9.0422740000,56.4,6.084,27.346,52.212,4.9346,0.7312,0.4182,0.9941,25.5406,0.8108,1.8298,2.7622,47.6202,0.7204,0.6249,0.4267,1.0000
spect_000439.spc,53.2777320000,-9.0408400000,49.8,5.904,26.308,52.923,4.7764,0.7019,0.4259,0.9623,24.5200,0.8258,1.7711,2.6518,48.5002,0.6973,0.6000,0.4346,0.9998
spect_000440.spc,53.2703810000,-9.0597850000,58.1,5.834,26.837,45.849,4.7503,0.7207,0.3633,0.9570,25.1761,0.7043,1.7614,2.7227,41.3644,0.6935,0.6160,0.3707,0.9999
spect_000441.spc,53.2649650000,-9.0526000000,42.6,6.268,23.983,46.721,5.2604,0.6356,0.3721,1.0598,22.2022,0.7214,1.9506,2.4011,42.3697,0.7679,0.5432,0.3797,0.9997
spect_000442.spc,53.2786310000,-9.0482650000,41.4,5.775,23.893,44.788,4.7821,0.6366,0.3566,0.9634,22.2385,0.6915,1.7732,2.4050,40.6102,0.6981,0.5441,0.3639,0.9998
spect_000443.spc,53.2601170000,-9.0543670000,38.1,5.890,25.142,45.780,4.8541,0.6716,0.3640,0.9779,23.4586,0.7056,1.7999,2.5370,41.4431,0.7086,0.5740,0.3714,1.0000
spect_000444.spc,53.2730070000,-9.0580020000,41.5,5.654,22.924,50.194,4.6418,0.6070,0.4056,0.9351,21.2030,0.7863,1.7212,2.2931,46.1794,0.6776,0.5188,0.4138,0.9999
spect_000445.spc,53.2618240000,-9.0581950000,58.6,6.333,25.502,53.878,5.2234,0.6759,0.4337,1.0523,23.6090,0.8409,1.9369,2.5533,49.3880,0.7625,0.5777,0.4426,0.9999
spect_000446.spc,53.2760190000,-9.0486140000,57.2,5.743,24.685,46.592,4.7120,0.6589,0.3720,0.9493,23.0149,0.7212,1.7472,2.4890,42.3563,0.6879,0.5631,0.3796,1.0000
spect_000447.spc,53.2636300000,-9.0494730000,61.2,5.518,26.308,48.275,4.4259,0.7062,0.3861,0.8916,24.6673,0.7486,1.6411,2.6677,43.9659,0.6461,0.6036,0.3940,0.9999
spect_000448.spc,53.2706270000,-9.0529110000,43.0,5.836,26.643,48.614,4.7343,0.7139,0.3878,0.9538,24.9372,0.7519,1.7555,2.6969,44.1614,0.6911,0.6102,0.3957,0.9998
spect_000449.spc,53.2600110000,-9.0457390000,44.2,5.920,25.462,48.647,4.8522,0.6794,0.3889,0.9775,23.7309,0.7540,1.7992,2.5664,44.2813,0.7084,0.5806,0.3968,0.9997
spect_000450.spc,53.2646840000,-9.0407910000,55.6,5.891,24.215,54.946,4.8050,0.6408,0.4456,0.9680,22.3826,0.8640,1.7817,2.4206,50.7434,0.7015,0.5477,0.4547,0.9999
spect_000451.spc,53.2622150000,-9.0499490000,48.1,5.981,25.365,46.037,4.9378,0.6774,0.3658,0.9948,23.6611,0.7091,1.8310,2.5589,41.6476,0.7209,0.5789,0.3732,0.9999
spect_000452.spc,53.2785300000,-9.0471250000,61.9,5.407,24.624,53.920,4.3133,0.6558,0.4377,0.8690,22.9065,0.8487,1.5994,2.4773,49.8430,0.6297,0.5605,0.4467,0.9998
spect_000453.spc,53.2753250000,-9.0443310000,61.4,5.742,25.471,51.121,4.6507,0.6795,0.4113,0.9369,23.7367,0.7973,1.7245,2.5671,46.8296,0.6789,0.5808,0.4197,0.9999
spect_000454.spc,53.2613430000,-9.0543290000,60.5,6.242,25.252,50.297,5.1686,0.6708,0.4026,1.0413,23.4304,0.7806,1.9165,2.5339,45.8466,0.7545,0.5733,0.4108,1.0000
spect_000455.spc,53.2749390000,-9.0507680000,43.8,5.924,22.768,52.604,4.8976,0.5999,0.4261,0.9867,20.9555,0.8262,1.8160,2.2663,48.5219,0.7150,0.5127,0.4348,1.0000
spect_000456.spc,53.2659290000,-9.0429030000,51.0,5.872,24.855,47.376,4.8311,0.6627,0.3783,0.9733,23.1486,0.7335,1.7914,2.5035,43.0812,0.7053,0.5664,0.3861,0.9997
spect_000457.spc,53.2767140000,-9.0574340000,55.9,6.221,24.083,46.883,5.2088,0.6387,0.3736,1.0494,22.3096,0.7243,1.9314,2.4127,42.5384,0.7604,0.5459,0.3812,0.9998
spect_000458.spc,53.2659960000,-9.0543320000,39.3,5.644,22.471,45.226,4.6853,0.5962,0.3621,0.9439,20.8250,0.7021,1.7373,2.2522,41.2365,0.6840,0.5095,0.3695,0.9999
spect_000459.spc,53.2787340000,-9.0473150000,63.4,5.687,25.569,47.587,4.6226,0.6842,0.3802,0.9313,23.9008,0.7370,1.7141,2.5848,43.2879,0.6748,0.5848,0.3879,1.0000
spect_000460.spc,53.2721470000,-9.0538020000,62.7,5.862,23.609,49.618,4.8371,0.6258,0.3992,0.9745,21.8600,0.7740,1.7936,2.3641,45.4602,0.7061,0.5349,0.4074,0.9999
spect_000461.spc,53.2653270000,-9.0545020000,52.7,6.151,23.181,44.121,5.1866,0.6143,0.3502,1.0449,21.4574,0.6790,1.9232,2.3206,39.8777,0.7572,0.5250,0.3574,0.9999
spect_000462.spc,53.2754630000,-9.0424590000,63.8,5.668,25.058,46.017,4.6309,0.6703,0.3668,0.9329,23.4143,0.7112,1.7171,2.5322,41.7674,0.6760,0.5729,0.3743,1.0000
spect_000463.spc,53.2624920000,-9.0510250000,44.5,5.600,26.065,43.925,4.5518,0.7006,0.3477,0.9170,24.4741,0.6741,1.6878,2.6468,39.5901,0.6645,0.5988,0.3548,0.9998
spect_000464.spc,53.2621610000,-9.0494910000,48.4,5.971,24.809,47.461,4.9314,0.6607,0.3788,0.9935,23.0807,0.7345,1.8286,2.4961,43.1358,0.7199,0.5647,0.3866,0.9999
spect_000465.spc,53.2674980000,-9.0448870000,60.7,6.131,23.964,48.110,5.1115,0.6352,0.3848,1.0298,22.1887,0.7460,1.8953,2.3997,43.8153,0.7462,0.5429,0.3926,1.0000
spect_000466.spc,53.2649100000,-9.0521510000,54.7,5.988,23.981,49.210,4.9573,0.6360,0.3949,0.9987,22.2164,0.7657,1.8382,2.4027,44.9692,0.7237,0.5436,0.4030,0.9999
spect_000467.spc,53.2763580000,-9.0536780000,58.0,5.904,22.758,43.087,4.9575,0.6039,0.3422,0.9987,21.0953,0.6635,1.8382,2.2814,38.9670,0.7237,0.5162,0.3492,0.9999
spect_000468.spc,53.2691530000,-9.0582000000,58.1,6.143,23.968,43.629,5.1603,0.6372,0.3452,1.0396,22.2594,0.6693,1.9134,2.4073,39.3079,0.7533,0.5446,0.3523,0.9999
spect_000469.spc,53.2644290000,-9.0579360000,50.2,6.125,26.268,44.477,5.0712,0.7033,0.3508,1.0216,24.5659,0.6800,1.8804,2.6567,39.9396,0.7403,0.6011,0.3579,1.0000
spect_000470.spc,53.2668400000,-9.0488160000,56.8,6.188,23.052,43.928,5.2290,0.6104,0.3485,1.0534,21.3224,0.6757,1.9389,2.3060,39.6834,0.7634,0.5217,0.3556,0.9999
spect_000471.spc,53.2696320000,-9.0550020000,60.5,5.854,24.390,49.414,4.8084,0.6485,0.3968,0.9687,22.6519,0.7693,1.7830,2.4498,45.1810,0.7020,0.5542,0.4049,0.9999
spect_000472.spc,53.2695200000,-9.0455040000,37.5,5.829,23.580,45.023,4.8431,0.6272,0.3588,0.9757,21.9087,0.6957,1.7958,2.3694,40.8576,0.7070,0.5361,0.3661,0.9999
spect_000473.spc,53.2766780000,-9.0479090000,44.8,5.823,22.728,49.653,4.8215,0.6006,0.4004,0.9713,20.9805,0.7764,1.7878,2.2690,45.5966,0.7039,0.5133,0.4086,0.9998
spect_000474.spc,53.2788250000,-9.0490140000,45.2,5.721,23.977,48.566,4.6933,0.6377,0.3901,0.9455,22.2747,0.7563,1.7403,2.4090,44.4167,0.6852,0.5450,0.3980,0.9998
spect_000475.spc,53.2708180000,-9.0562580000,37.7,5.772,22.938,40.974,4.8374,0.6108,0.3238,0.9745,21.3359,0.6278,1.7937,2.3074,36.8728,0.7062,0.5220,0.3304,0.9999
spect_000476.spc,53.2608230000,-9.0594610000,52.5,5.914,22.535,49.126,4.9240,0.5948,0.3957,0.9920,20.7759,0.7671,1.8258,2.2469,45.0530,0.7188,0.5083,0.4037,0.9998
spect_000477.spc,53.2708410000,-9.0598590000,56.1,6.026,24.912,49.021,4.9709,0.6627,0.3923,1.0014,23.1501,0.7607,1.8432,2.5036,44.6745,0.7257,0.5664,0.4003,0.9998
spect_000478.spc,53.2648000000,-9.0533430000,59.2,5.951,24.303,44.547,4.9500,0.6475,0.3536,0.9972,22.6198,0.6856,1.8355,2.4463,40.2649,0.7226,0.5535,0.3608,0.9999
spect_000479.spc,53.2659490000,-9.0484880000,54.3,6.077,22.401,53.975,5.0514,0.5878,0.4381,1.0177,20.5340,0.8493,1.8731,2.2207,49.8817,0.7374,0.5024,0.4470,0.9999
spect_000480.spc,53.2738140000,-9.0556470000,46.9,5.909,22.461,50.503,4.9091,0.5921,0.4079,0.9890,20.6817,0.7908,1.8203,2.2367,46.4462,0.7167,0.5060,0.4162,0.9999
spect_000481.spc,53.2715390000,-9.0530110000,62.3,5.995,22.685,50.813,4.9867,0.5979,0.4102,1.0046,20.8856,0.7952,1.8491,2.2587,46.7056,0.7280,0.5110,0.4185,0.9997
spect_000482.spc,53.2707890000,-9.0527130000,65.0,5.910,23.698,49.787,4.8819,0.6280,0.4005,0.9835,21.9381,0.7765,1.8102,2.3726,45.6043,0.7127,0.5368,0.4087,0.9998
spect_000483.spc,53.2691210000,-9.0583350000,44.5,6.115,23.368,42.583,5.1577,0.6205,0.3366,1.0391,21.6760,0.6526,1.9125,2.3442,38.3261,0.7530,0.5304,0.3435,1.0000
spect_000484.spc,53.2795970000,-9.0407660000,41.9,6.207,22.476,44.378,5.2602,0.5935,0.3529,1.0597,20.7324,0.6842,1.9505,2.2422,40.1850,0.7679,0.5073,0.3601,0.9999
spect_000485.spc,53.2702080000,-9.0427530000,59.7,5.722,24.146,45.694,4.7134,0.6438,0.3646,0.9496,22.4901,0.7068,1.7477,2.4323,41.5144,0.6881,0.5503,0.3720,0.9998
spect_000486.spc,53.2638630000,-9.0417010000,39.4,5.694,23.490,52.006,4.6504,0.6223,0.4209,0.9369,21.7374,0.8161,1.7244,2.3509,47.9306,0.6789,0.5319,0.4295,0.9999
spect_000487.spc,53.2614690000,-9.0457650000,58.3,6.294,24.481,50.175,5.2434,0.6483,0.4021,1.0563,22.6452,0.7795,1.9443,2.4490,45.7813,0.7655,0.5541,0.4103,0.9999
spect_000488.spc,53.2683760000,-9.0552960000,58.2,5.839,24.220,50.652,4.7883,0.6431,0.4079,0.9646,22.4641,0.7908,1.7755,2.4294,46.4466,0.6990,0.5496,0.4162,1.0000
spect_000489.spc,53.2783810000,-9.0465020000,38.3,5.963,23.909,43.416,4.9825,0.6366,0.3439,1.0038,22.2379,0.6668,1.8475,2.4050,39.1633,0.7274,0.5441,0.3510,1.0000
spect_000490.spc,53.2677470000,-9.0446930000,49.1,6.027,24.786,44.253,5.0157,0.6612,0.3504,1.0105,23.0961,0.6793,1.8598,2.4978,39.8953,0.7322,0.5651,0.3575,0.9999
spect_000491.spc,53.2663500000,-9.0444040000,46.7,5.974,22.650,51.715,4.9589,0.5966,0.4182,0.9990,20.8404,0.8109,1.8388,2.2538,47.6228,0.7239,0.5099,0.4268,0.9998
spect_000492.spc,53.2661940000,-9.0549240000,37.0,5.805,23.146,40.759,4.8662,0.6167,0.3216,0.9803,21.5421,0.6236,1.8044,2.3297,36.6250,0.7104,0.5271,0.3282,1.0000
spect_000493.spc,53.2732460000,-9.0549780000,48.7,5.558,22.616,43.250,4.6118,0.6017,0.3448,0.9291,21.0187,0.6686,1.7101,2.2731,39.2663,0.6733,0.5143,0.3519,1.0000
spect_000494.spc,53.2656740000,-9.0422770000,47.5,5.810,21.237,46.989,4.8725,0.5589,0.3783,0.9816,19.5217,0.7334,1.8067,2.1112,43.0711,0.7113,0.4777,0.3860,0.9999
spect_000495.spc,53.2608490000,-9.0507470000,54.2,5.761,23.513,44.304,4.7825,0.6260,0.3527,0.9635,21.8658,0.6839,1.7734,2.3647,40.1656,0.6982,0.5350,0.3599,0.9998
spect_000496.spc,53.2633220000,-9.0535450000,59.3,6.294,22.596,50.456,5.2943,0.5938,0.4062,1.0666,20.7423,0.7875,1.9631,2.2432,46.2499,0.7729,0.5075,0.4145,0.9998
spect_000497.spc,53.2686440000,-9.0586250000,62.0,6.063,22.566,42.621,5.1278,0.5977,0.3378,1.0331,20.8781,0.6549,1.9014,2.2579,38.4617,0.7486,0.5108,0.3447,0.9999
spect_000498.spc,53.2759740000,-9.0516750000,62.6,5.983,22.020,44.704,5.0447,0.5815,0.3569,1.0163,20.3117,0.6919,1.8706,2.1967,40.6371,0.7364,0.4970,0.3642,0.9999
spect_000499.spc,53.2747130000,-9.0400070000,49.0,5.937,22.254,42.221,5.0127,0.5896,0.3349,1.0099,20.5950,0.6493,1.8587,2.2273,38.1351,0.7318,0.5039,0.3417,1.0000
spect_000500.spc,53.2744200000,-9.0413900000,54.8,5.738,22.104,41.957,4.8184,0.5865,0.3333,0.9707,20.4873,0.6462,1.7867,2.2157,37.9543,0.7034,0.5013,0.3401,0.9999
spect_000501.spc,53.2733880000,-9.0430380000,57.0,6.025,20.621,48.593,5.0935,0.5392,0.3923,1.0261,18.8344,0.7605,1.8887,2.0369,44.6675,0.7436,0.4608,0.4003,1.0000
spect_000502.spc,53.2720600000,-9.0509480000,39.3,5.870,20.856,43.283,4.9748,0.5492,0.3457,1.0022,19.1838,0.6702,1.8447,2.0747,39.3638,0.7263,0.4694,0.3528,1.0000
spect_000503.spc,53.2757130000,-9.0507070000,43.9,5.559,22.881,49.184,4.5551,0.6067,0.3970,0.9177,21.1942,0.7697,1.6890,2.2921,45.2032,0.6650,0.5186,0.4051,0.9999
spect_000504.spc,53.2715300000,-9.0417950000,58.1,5.496,22.191,39.070,4.5960,0.5916,0.3085,0.9259,20.6671,0.5982,1.7042,2.2351,35.1308,0.6709,0.5057,0.3148,0.9998
spect_000505.spc,53.2717980000,-9.0580950000,52.9,6.029,21.696,39.794,5.1412,0.5740,0.3137,1.0357,20.0520,0.6082,1.9064,2.1686,35.7190,0.7505,0.4906,0.3201,0.9999
spect_000506.spc,53.2679950000,-9.0511630000,46.2,6.231,23.400,47.701,5.2315,0.6185,0.3814,1.0539,21.6064,0.7394,1.9399,2.3367,43.4249,0.7637,0.5287,0.3891,0.9999
spect_000507.spc,53.2755540000,-9.0454930000,49.7,6.060,22.037,50.095,5.0769,0.5791,0.4042,1.0228,20.2305,0.7836,1.8825,2.1879,46.0242,0.7412,0.4950,0.4124,0.9999
spect_000508.spc,53.2656410000,-9.0444920000,40.0,5.901,22.231,46.429,4.9414,0.5873,0.3722,0.9955,20.5142,0.7216,1.8323,2.2186,42.3779,0.7214,0.5019,0.3798,1.0000
spect_000509.spc,53.2631510000,-9.0475400000,50.0,5.865,22.569,48.096,4.8813,0.5965,0.3867,0.9834,20.8362,0.7497,1.8100,2.2534,44.0325,0.7126,0.5098,0.3946,0.9999
spect_000510.spc,53.2700400000,-9.0594340000,45.2,5.849,21.079,43.074,4.9495,0.5558,0.3437,0.9971,19.4150,0.6664,1.8353,2.0997,39.1386,0.7226,0.4750,0.3507,0.9999
spect_000511.spc,53.2628170000,-9.0577950000,41.6,5.438,21.194,50.269,4.4709,0.5583,0.4084,0.9007,19.5012,0.7918,1.6578,2.1090,46.5024,0.6527,0.4772,0.4167,0.9999
spect_000512.spc,53.2739290000,-9.0572850000,37.9,6.153,21.448,44.776,5.2317,0.5640,0.3575,1.0540,19.7013,0.6931,1.9399,2.1307,40.7058,0.7638,0.4820,0.3648,0.9998
spect_000513.spc,53.2724740000,-9.0471610000,42.1,5.967,22.038,44.801,5.0275,0.5820,0.3578,1.0128,20.3314,0.6936,1.8642,2.1988,40.7379,0.7339,0.4975,0.3651,0.9999
spect_000514.spc,53.2664980000,-9.0485980000,50.1,5.778,20.071,48.909,4.8570,0.5246,0.3963,0.9785,18.3238,0.7683,1.8010,1.9817,45.1260,0.7091,0.4483,0.4044,0.9999
spect_000515.spc,53.2707880000,-9.0424480000,37.0,6.142,20.808,46.970,5.2199,0.5446,0.3774,1.0516,19.0245,0.7318,1.9356,2.0575,42.9770,0.7620,0.4655,0.3851,0.9999
spect_000516.spc,53.2736250000,-9.0433660000,55.8,6.119,20.209,44.189,5.2367,0.5287,0.3535,1.0550,18.4685,0.6853,1.9418,1.9973,40.2498,0.7645,0.4519,0.3607,1.0000
spect_000517.spc,53.2752620000,-9.0524230000,49.7,5.647,21.695,45.976,4.7042,0.5734,0.3694,0.9477,20.0315,0.7162,1.7443,2.1664,42.0657,0.6867,0.4901,0.3770,0.9999
spect_000518.spc,53.2649200000,-9.0514190000,55.1,6.417,20.796,48.262,5.4864,0.5422,0.3880,1.1053,18.9386,0.7522,2.0344,2.0482,44.1797,0.8009,0.4634,0.3959,0.9999
spect_000519.spc,53.2628120000,-9.0435960000,35.5,5.703,20.882,45.033,4.7916,0.5501,0.3616,0.9653,19.2156,0.7011,1.7767,2.0781,41.1780,0.6995,0.4702,0.3690,0.9999
spect_000520.spc,53.2640770000,-9.0576700000,59.3,5.437,20.172,46.300,4.5322,0.5306,0.3743,0.9131,18.5335,0.7256,1.6806,2.0044,42.6151,0.6616,0.4535,0.3819,1.0000
spect_000521.spc,53.2764520000,-9.0445520000,58.9,5.332,21.028,50.591,4.3660,0.5540,0.4117,0.8796,19.3505,0.7982,1.6189,2.0927,46.8789,0.6374,0.4735,0.4201,0.9999
spect_000522.spc,53.2634820000,-9.0513580000,36.7,5.867,20.869,41.890,4.9835,0.5502,0.3334,1.0040,19.2181,0.6464,1.8479,2.0784,37.9632,0.7275,0.4702,0.3402,0.9994
spect_000523.spc,53.2726890000,-9.0480120000,50.1,5.614,22.119,43.752,4.6778,0.5868,0.3495,0.9424,20.4986,0.6777,1.7346,2.2169,39.8010,0.6829,0.5016,0.3567,0.9999
spect_000524.spc,53.2728090000,-9.0435770000,43.4,5.353,21.826,40.860,4.4465,0.5811,0.3251,0.8958,20.2997,0.6303,1.6488,2.1954,37.0161,0.6491,0.4967,0.3317,0.9999
spect_000525.spc,53.2631790000,-9.0594650000,55.4,5.802,20.793,40.556,4.9316,0.5489,0.3219,0.9935,19.1755,0.6241,1.8287,2.0738,36.6533,0.7199,0.4692,0.3285,1.0000
spect_000526.spc,53.2772090000,-9.0492600000,38.9,5.440,19.946,41.218,4.5842,0.5263,0.3296,0.9235,18.3839,0.6390,1.6998,1.9882,37.5302,0.6692,0.4498,0.3363,0.9998
