Sample_ID,Easting_ING,Northing_ING,pH,SEC_µScm,HCO3_mgL,NPOC_mgL,Cl_mgL_IC,SO4_mgL_IC,NO3_mgL_IC,Br_mgL_IC,NO2_mgL_IC,HPO4_mgL_IC,F_mgL_IC,Li_µgL_ICPMS,Be_µgL_ICPMS,B_µgL_ICPMS,Na_mgL_ICPMS,Mg_mgL_ICPMS,Al_µgL_ICPMS,Si_µgL_ICPMS,P_mgL_ICPMS,S_mgL_ICPMS,K_mgL_ICPMS,Ca_mgL_ICPMS,Ti_µgL_ICPMS,V_µgL_ICPMS,Cr_µgL_ICPMS,Mn_µgL_ICPMS,Fe_µgL_ICPMS,Co_µgL_ICPMS,Ni_µgL_ICPMS,Cu_µgL_ICPMS,Zn_µgL_ICPMS,Ga_µgL_ICPMS,As_µgL_ICPMS,Se_µgL_ICPMS,Rb_µgL_ICPMS,Sr_µgL_ICPMS,Y_µgL_ICPMS,Zr_µgL_ICPMS,Nb_µgL_ICPMS,Mo_µgL_ICPMS,Ag_µgL_ICPMS,Cd_µgL_ICPMS,Sn_µgL_ICPMS,Sb_µgL_ICPMS,Cs_µgL_ICPMS,Ba_µgL_ICPMS,La_µgL_ICPMS,Ce_µgL_ICPMS,Pr_µgL_ICPMS,Nd_µgL_ICPMS,Sm_µgL_ICPMS,Eu_µgL_ICPMS,Tb_µgL_ICPMS,Gd_µgL_ICPMS,Dy_µgL_ICPMS,Ho_µgL_ICPMS,Er_µgL_ICPMS,Tm_µgL_ICPMS,Yb_µgL_ICPMS,Lu_µgL_ICPMS,Hf_µgL_ICPMS,Ta_µgL_ICPMS,W_µgL_ICPMS,Tl_µgL_ICPMS,Pb_µgL_ICPMS,Bi_µgL_ICPMS,Th_µgL_ICPMS,U_µgL_ICPMS
602230W,119919,301749,7.07,92,16.34,22.25,14.102,1.208,0.085,0.05,0.005,0.05,0.013,0.974,0.041,8,10.22,1.819,314.3,1571,0.0108,0.55,0.468,5.84,5.028,0.919,0.415,72.1,1232.6,0.243,0.7,0.471,3.992,0.037,0.35,0.169,0.906,34.851,0.7596,0.382,0.0174,0.036,0.025,0.0103,0.056,0.0183,0.004,18.66,0.873,1.652,0.19,0.721,0.131,0.034,0.02,0.139,0.115,0.024,0.078,0.012,0.073,0.013,0.013,0.001,0.01,0.005,0.111,0.005,0.0935,0.118
602231W,125082,305930,7.4,243,92.66,9.06,20.071,4.426,0.859,0.11,0.005,0.05,0.017,1.618,0.0077,11,13.2,3.77,51.2,3873,0.0071,1.58,1.466,30.54,1.136,0.244,0.171,152.66,484.7,0.249,0.47,0.452,1.331,0.032,0.15,0.098,1.983,98.083,0.2286,0.124,0.0053,0.081,0.025,0.0191,0.035,0.0191,0.0033,16.69,0.185,0.302,0.044,0.159,0.034,0.007,0.006,0.037,0.033,0.007,0.024,0.004,0.023,0.004,0.005,0.001,0.01,0.005,0.026,0.005,0.0215,0.298
602232W,130690,305831,7.86,267,121.92,8.35,16.215,1.757,0.113,0.07,0.005,0.05,0.02,0.586,0.0022,8.2,11.28,4.554,19.8,4051,0.0019,0.58,0.691,37.18,0.324,0.232,0.225,20.81,304.7,0.081,0.52,0.406,0.547,0.011,0.21,0.078,0.859,96.211,0.0854,0.075,0.0021,0.081,0.025,0.0039,0.049,0.018,0.0016,55.39,0.039,0.061,0.009,0.045,0.01,0.004,0.002,0.013,0.014,0.003,0.009,0.001,0.012,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0073,0.172
602233W,132752,317234,7.81,304,138.99,6.78,12.779,3.007,1.551,0.01,0.005,0.05,0.037,0.674,0.0039,8.1,8.72,6.687,58.8,2500,0.0023,1.28,0.769,45.16,1.083,0.237,0.199,4.56,189.9,0.033,0.18,0.258,1.654,0.015,0.12,0.097,0.439,89.789,0.099,0.029,0.0036,0.072,0.025,0.0148,0.04,0.017,0.0026,16.01,0.103,0.166,0.024,0.082,0.017,0.004,0.003,0.017,0.016,0.003,0.009,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.077,0.005,0.01,0.534
602234W,126610,306553,7.22,433,160.94,16.78,24.794,22.631,0.49,0.15,0.005,0.05,0.042,1.215,0.0386,11.9,14.73,6.002,100.6,4559,0.006,8.1,1.956,67.34,1.59,1.636,0.818,383.97,3366.2,0.956,2.48,0.542,3.252,0.062,0.29,0.145,3.245,184.072,1.0336,1.019,0.0108,0.23,0.025,0.0676,0.038,0.0271,0.0118,39.49,0.497,0.901,0.117,0.51,0.104,0.024,0.02,0.134,0.136,0.031,0.1,0.015,0.101,0.018,0.028,0.001,0.01,0.005,0.04,0.005,0.0909,0.313
602235W,128282,300307,7.49,282,119.48,6.09,18.114,6.234,0.318,0.09,0.005,0.05,0.022,0.443,0.0081,8.8,12.23,4.021,17.9,3301,0.0018,2.35,1.339,37.85,0.434,0.19,0.22,44.53,495.6,0.155,0.95,0.736,0.35,0.01,0.25,0.09,1.8,123.865,0.2372,0.108,0.0026,0.142,0.025,0.0299,0.043,0.0232,0.0027,71.02,0.102,0.121,0.025,0.114,0.028,0.003,0.005,0.031,0.032,0.007,0.02,0.003,0.021,0.004,0.005,0.001,0.01,0.005,0.01,0.005,0.0137,0.203
602237W,112654,302934,7.76,147,57.3,11.54,10.818,1.144,0.025,0.04,0.005,0.05,0.017,1.065,0.0138,7.1,8.97,2.5,54.7,1166,0.0087,0.63,0.684,19.6,1.246,0.481,0.342,61.24,1843.2,0.12,0.57,0.393,1.435,0.016,1.1,0.133,0.571,75.382,0.7732,0.507,0.004,0.067,0.025,0.0096,0.058,0.0239,0.0011,81.77,0.135,0.307,0.053,0.251,0.079,0.022,0.017,0.102,0.114,0.026,0.076,0.011,0.08,0.013,0.011,0.001,0.01,0.005,0.116,0.005,0.0319,0.13
602238W,127371,308464,7.63,425,190.2,5.72,20.729,8.303,2.229,0.08,0.005,0.05,0.043,0.779,0.0066,10.5,12.34,5.645,10.3,3816,0.0034,2.95,1.759,64.91,0.343,0.329,0.235,18.21,186,0.054,0.34,0.346,0.55,0.005,0.21,0.125,0.776,160.807,0.1416,0.078,0.0023,0.112,0.025,0.0127,0.034,0.0176,0.0021,41.07,0.044,0.057,0.011,0.051,0.012,0.003,0.002,0.017,0.018,0.005,0.013,0.001,0.013,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.007,0.706
602239W,144995,295443,7.4,295,157.28,5.58,10.653,1.589,0.509,0.07,0.005,0.05,0.005,0.481,0.0024,7.8,7.56,3.12,1.6,1374,0.0011,0.93,0.659,50.8,0.025,0.042,0.025,725.75,2232,0.544,0.26,0.294,0.537,0.104,0.63,0.068,0.374,119.775,0.0676,0.042,0.0005,0.015,0.025,0.005,0.039,0.0179,0.002,213.95,0.009,0.013,0.003,0.014,0.004,0.001,0.001,0.006,0.008,0.002,0.007,0.001,0.011,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.209
602240W,130969,317001,7.87,299,173.13,6.44,13.162,3.495,1.793,0.01,0.01,0.05,0.04,0.578,0.0047,7.4,8.42,8.208,58.7,2388,0.0039,1.17,0.804,48.69,0.943,0.257,0.154,1.1,153.8,0.023,0.17,0.267,0.898,0.011,0.13,0.098,0.51,100.307,0.0888,0.029,0.0036,0.068,0.025,0.0097,0.029,0.0168,0.0019,17.84,0.09,0.147,0.022,0.084,0.015,0.002,0.002,0.018,0.012,0.003,0.008,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.058,0.005,0.0099,0.562
602241W,120970,311707,7.41,515,263.35,16.15,21.384,12.587,1.319,0.1,0.005,0.05,0.157,0.636,0.0103,13.3,13.46,9.496,12.5,2833,0.0348,4.96,2.319,91.68,0.554,0.263,0.265,21.82,287,0.086,1.34,0.601,1.563,0.005,0.27,0.45,1.382,580.998,0.0898,0.165,0.0042,0.31,0.025,0.0172,0.048,0.0547,0.0054,35.47,0.024,0.041,0.007,0.028,0.007,0.002,0.001,0.012,0.011,0.003,0.01,0.001,0.011,0.001,0.005,0.001,0.01,0.014,0.01,0.005,0.0102,0.968
602243W,135502,301748,7.9,570,321.87,12.21,17.424,8.477,1.075,0.08,0.051,0.05,0.175,0.758,0.0101,12.2,10.74,5.876,12.7,2928,0.0137,3.2,1.745,111.62,0.335,0.447,0.241,75.18,526,0.237,1.81,0.64,0.544,0.011,0.71,0.362,0.801,465.34,0.1604,0.365,0.0029,1.258,0.025,0.0241,0.053,0.0654,0.0018,127.37,0.023,0.041,0.007,0.042,0.01,0.004,0.003,0.018,0.02,0.005,0.014,0.002,0.016,0.003,0.011,0.001,0.01,0.005,0.01,0.005,0.01,0.924
602244W,135326,300182,7.74,617,329.19,13.27,19.483,10.577,0.775,0.1,0.005,0.05,0.187,0.687,0.0121,12.1,12.08,5.563,10.9,2947,0.009,4.16,1.618,115.36,0.244,0.397,0.261,55.76,470.1,0.276,2.61,0.802,0.642,0.005,0.56,0.306,0.759,477.55,0.1557,0.476,0.0028,1.821,0.025,0.0206,0.043,0.1092,0.001,134.07,0.02,0.034,0.005,0.043,0.012,0.004,0.003,0.019,0.019,0.005,0.016,0.002,0.017,0.003,0.012,0.001,0.01,0.005,0.01,0.005,0.0078,1.382
602246W,133514,308815,7.88,329,164.59,7.29,12.468,2.197,0.759,0.05,0.005,0.05,0.022,0.623,0.003,5.7,8.78,2.63,18.2,2179,0.0028,1.07,0.733,55.84,0.277,0.136,0.099,119.83,776.2,0.099,0.23,0.158,0.457,0.022,0.32,0.086,0.267,96.025,0.0872,0.06,0.0012,0.208,0.025,0.0182,0.049,0.012,0.0012,38.03,0.033,0.055,0.009,0.036,0.01,0.001,0.001,0.01,0.011,0.002,0.008,0.001,0.007,0.001,0.005,0.001,0.01,0.005,0.045,0.005,0.0051,0.457
602247W,143558,295989,7.95,281,141.43,5.75,13.469,4.219,2.735,0.05,0.005,0.05,0.014,0.338,0.0041,6.9,8.86,3.149,39.8,2300,0.0044,1.68,1.155,49.01,0.339,0.093,0.087,22.72,419.6,0.185,0.3,0.271,0.973,0.005,0.37,0.101,0.524,120.823,0.2548,0.085,0.001,0.036,0.025,0.0155,0.035,0.0156,0.0019,101.27,0.08,0.11,0.021,0.112,0.027,0.005,0.005,0.032,0.033,0.007,0.022,0.003,0.024,0.004,0.005,0.001,0.01,0.005,0.045,0.005,0.007,0.217
602248W,137528,301194,7.7,627,364.55,7.89,18.351,9.748,1.349,0.08,0.005,0.05,0.195,0.751,0.0058,13.8,10.74,7.138,5.9,3126,0.0048,3.6,1.733,125.3,0.082,0.324,0.117,114.92,201.4,0.194,1.88,0.74,0.413,0.016,0.55,0.5,0.631,635.744,0.0778,0.215,0.0017,1.149,0.025,0.0431,0.036,0.0735,0.001,145.04,0.01,0.014,0.002,0.015,0.006,0.001,0.001,0.008,0.008,0.002,0.007,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,1.119
602249W,105535,308484,7.1,144,28.16,12.4,18.313,3.266,0.356,0.06,0.005,0.05,0.015,0.561,0.0127,7.1,11.8,2.896,190.9,2301,0.0093,1.17,0.54,8.45,1.703,0.358,0.216,106.19,650.6,0.318,0.43,0.405,2.149,0.032,0.86,0.111,0.876,22.168,0.336,0.125,0.0041,0.045,0.025,0.0051,0.026,0.0343,0.0064,33.43,0.207,0.511,0.058,0.25,0.054,0.012,0.01,0.063,0.057,0.011,0.034,0.005,0.032,0.005,0.005,0.001,0.01,0.005,0.148,0.005,0.0466,0.054
602250W,102737,308731,7.37,55,4.27,4.02,9.985,1.66,0.536,0.03,0.005,0.05,0.005,0.125,0.0031,2.5,6.52,1.011,63.4,934,0.0028,0.57,0.344,0.73,0.906,0.138,0.071,1.81,53.7,0.019,0.12,0.185,2.416,0.005,0.15,0.081,0.372,5.059,0.1421,0.022,0.0017,0.015,0.025,0.0005,0.029,0.0111,0.0036,2.74,0.057,0.116,0.018,0.087,0.02,0.005,0.004,0.024,0.025,0.005,0.012,0.002,0.013,0.001,0.005,0.001,0.01,0.005,0.08,0.005,0.0078,0.01
602251W,119593,320381,7.62,500,267.01,15.24,24.419,15.165,0.927,0.11,0.005,0.15,0.148,1.129,0.0066,22.2,14.91,8.086,12.9,1842,0.1082,5.33,2.966,89.94,0.623,0.519,0.289,20.91,410.9,0.193,1.66,0.536,1.654,0.005,0.46,0.238,1.18,532.773,0.1042,0.243,0.0038,0.259,0.025,0.0131,0.042,0.0603,0.0042,40.06,0.028,0.051,0.005,0.033,0.011,0.002,0.001,0.012,0.014,0.003,0.011,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.022,0.005,0.0074,0.973
602252W,123189,313266,7.52,600,324.31,14.24,24.083,13.227,1.035,0.13,0.005,0.05,0.302,0.883,0.0096,18.5,15.46,8.897,10.5,2923,0.0339,4.51,1.941,110.64,0.49,0.488,0.384,38.7,514,0.095,1.63,0.432,1.105,0.005,0.27,0.265,1.04,852.84,0.1244,0.228,0.0046,0.31,0.025,0.0096,0.046,0.0621,0.0035,37.53,0.023,0.04,0.003,0.029,0.01,0.001,0.002,0.013,0.015,0.003,0.014,0.001,0.013,0.002,0.005,0.001,0.01,0.01,0.01,0.005,0.0083,1.099
602253W,128491,316935,7.31,616,395.03,4.69,22.045,15.486,3.259,0.08,0.005,0.05,0.158,1.55,0.0042,15.9,12.8,21.254,6.4,4264,0.0005,5.11,1.777,109.5,0.204,0.375,0.166,91.2,206.8,0.089,0.43,0.696,0.952,0.005,0.16,0.477,0.811,325.924,0.2371,0.614,0.0035,0.221,0.025,0.0404,0.031,0.0258,0.0027,91.22,0.069,0.157,0.017,0.079,0.02,0.005,0.005,0.027,0.034,0.007,0.026,0.003,0.024,0.005,0.016,0.001,0.01,0.005,0.01,0.005,0.0213,1.785
602254W,122816,312520,7.55,540,276.76,14.31,22.19,13.199,0.808,0.09,0.005,0.05,0.233,0.831,0.0055,17,14.07,8.832,7.5,2882,0.0338,4.52,2.582,95.4,0.458,0.278,0.215,18.81,276.5,0.091,1.44,0.534,0.773,0.005,0.29,0.344,1.335,697.15,0.0622,0.141,0.004,0.33,0.025,0.007,0.038,0.0588,0.0042,35.43,0.014,0.021,0.001,0.013,0.005,0.001,0.001,0.006,0.007,0.001,0.007,0.001,0.007,0.001,0.005,0.001,0.01,0.011,0.023,0.005,0.0072,1.1
602255W,137798,299388,7.94,620,366.98,4.81,22.319,8.39,3.867,0.08,0.014,0.05,0.209,0.773,0.0023,12.8,12.81,8.627,7.6,2344,0.0005,2.78,1.674,116.57,0.025,0.096,0.16,7.59,34.2,0.052,0.45,0.414,0.58,0.005,0.29,0.247,0.694,538.784,0.0823,0.138,0.0013,0.194,0.025,0.0064,0.043,0.1096,0.0022,77.46,0.008,0.012,0.001,0.014,0.006,0.001,0.001,0.006,0.009,0.002,0.009,0.001,0.008,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.748
602257W,108846,308572,7.83,114,0,1.78,10.964,2.621,0.654,0.03,0.005,0.05,0.005,0.47,0.003,6.7,6.96,0.989,53,939,0.0005,0.82,0.359,0.6,0.376,0.114,0.092,2.44,44.5,0.044,0.22,0.169,1.63,0.005,0.09,0.071,0.47,5.471,0.0818,0.01,0.0005,0.015,0.025,0.0105,0.01,0.0139,0.0158,8.37,0.025,0.074,0.005,0.038,0.011,0.003,0.002,0.013,0.014,0.003,0.009,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.031,0.005,0.0025,0.004
602258W,142125,297446,7.71,217,84.13,20.89,13.063,1.431,0.459,0.08,0.005,0.05,0.037,0.582,0.0105,7.2,8.95,2.609,76.3,1599,0.0147,0.71,0.575,36.03,0.798,0.255,0.256,191.71,4602.8,0.824,0.52,0.273,1.563,0.014,1.17,0.131,0.517,138.685,0.5387,0.343,0.003,0.061,0.025,0.0195,0.042,0.019,0.0021,113.9,0.13,0.274,0.038,0.175,0.047,0.009,0.011,0.068,0.076,0.017,0.055,0.008,0.053,0.01,0.005,0.001,0.01,0.005,0.078,0.005,0.0188,0.097
602260W,130302,304681,7.65,249,101.19,4.94,20.519,5.106,0.087,0.01,0.005,0.05,0.005,0.659,0.0027,9.2,11.85,3.759,7.8,1068,0.0005,1.77,1.161,33.41,0.167,0.186,0.113,38.46,119.3,0.065,0.27,0.405,0.437,0.005,0.11,0.083,1.006,87.276,0.0297,0.01,0.0005,0.084,0.025,0.0015,0.035,0.0203,0.0028,59.27,0.016,0.021,0.001,0.005,0.004,0.001,0.001,0.004,0.004,0.001,0.003,0.001,0.004,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.183
602261W,113669,303050,7.59,255,107.29,7.24,18.427,3.364,0.671,0.07,0.005,0.05,0.032,0.852,0.0139,9.9,13.34,4.992,48.5,1651,0.0028,1.32,1.162,33.32,0.68,0.391,0.363,190.85,928.8,0.261,0.7,0.661,2.034,0.014,0.81,0.13,0.784,69.45,0.5972,0.293,0.0049,0.055,0.025,0.0083,0.037,0.0251,0.0023,73.75,0.193,0.398,0.057,0.301,0.07,0.022,0.014,0.09,0.091,0.019,0.061,0.008,0.05,0.009,0.005,0.001,0.01,0.005,0.054,0.005,0.0214,0.199
602263W,117439,304727,7.73,148,37.8,6.89,17.198,2.556,0.192,0.1,0.005,0.05,0.005,0.42,0.0178,8.4,11.68,2.221,74.6,1796,0.0005,0.98,0.587,11.11,0.888,0.213,0.164,19.93,273.2,0.084,0.27,0.422,1.104,0.011,0.14,0.074,0.862,58.894,0.3394,0.081,0.0029,0.051,0.025,0.0005,0.03,0.0146,0.0023,20.93,0.383,0.602,0.081,0.311,0.069,0.012,0.011,0.071,0.059,0.012,0.037,0.005,0.031,0.006,0.005,0.001,0.01,0.005,0.214,0.005,0.0268,0.121
602264W,129181,306651,7.88,99,18.53,15.83,13.405,0.664,0.068,0.09,0.005,0.05,0.005,0.604,0.0116,7.1,9.74,1.989,137.2,1712,0.0005,0.25,0.377,5.67,2.144,0.372,0.215,5.29,2976.4,0.107,0.35,0.21,1.507,0.018,0.25,0.096,0.68,31.051,0.3828,0.07,0.0035,0.015,0.025,0.0033,0.039,0.0187,0.0054,12.97,0.492,0.899,0.101,0.364,0.072,0.015,0.01,0.072,0.056,0.013,0.04,0.005,0.033,0.006,0.005,0.001,0.01,0.005,0.165,0.005,0.0202,0.036
602266W,125301,313298,7.36,263,112.17,15.23,17.86,1.6,0.78,0.05,0.005,0.05,0.05,0.355,0.0077,8.8,11.74,4.446,18.8,3217,0.0021,0.74,0.351,37.01,0.831,0.306,0.231,29.47,994.9,0.033,0.12,0.317,1.416,0.005,0.31,0.071,0.353,83.76,0.084,0.105,0.0019,0.072,0.025,0.0049,0.051,0.022,0.0048,15.38,0.02,0.038,0.003,0.029,0.007,0.001,0.001,0.01,0.012,0.003,0.007,0.001,0.008,0.001,0.005,0.001,0.01,0.005,0.112,0.005,0.005,0.047
602267W,139321,294279,7.76,401,219.46,9.05,14.802,5.897,1.724,0.06,0.005,0.05,0.026,0.573,0.0079,10,9.63,4.253,12.4,2105,0.0027,2.01,1.284,69.5,0.15,0.093,0.108,58.43,458.3,0.129,0.6,0.313,0.977,0.005,0.44,0.125,0.65,355.764,0.1434,0.157,0.0012,0.144,0.025,0.0105,0.043,0.0258,0.0011,87.91,0.027,0.045,0.004,0.038,0.012,0.003,0.003,0.016,0.019,0.005,0.015,0.003,0.014,0.003,0.005,0.001,0.01,0.005,0.01,0.005,0.0056,0.491
602268W,133493,317877,7.72,176,67.06,9.57,10.845,1.781,0.579,0.01,0.005,0.05,0.029,0.51,0.009,6.2,8.21,2.927,103.4,2116,0.0029,0.75,0.549,26.02,1.787,0.275,0.218,2.9,353.9,0.031,0.7,0.304,1.441,0.017,0.19,0.082,0.422,58.584,0.128,0.036,0.0043,0.062,0.025,0.0033,0.038,0.0193,0.004,8.48,0.135,0.255,0.03,0.147,0.024,0.004,0.003,0.023,0.021,0.004,0.014,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.108,0.005,0.0119,0.312
602270W,117846,300267,7.33,183,57.3,10.08,16.472,2.795,0.307,0.09,0.005,0.05,0.017,0.739,0.0131,7.2,11.46,3.019,89.7,2656,0.017,0.98,1.155,17.83,1.209,0.412,0.283,128.25,1670.6,0.471,0.96,0.665,2.699,0.018,0.5,0.108,1.545,74.594,0.3287,0.221,0.007,0.076,0.025,0.0152,0.038,0.0159,0.0035,25.48,0.334,0.73,0.069,0.274,0.055,0.013,0.008,0.062,0.051,0.011,0.036,0.005,0.031,0.006,0.005,0.001,0.01,0.005,0.059,0.005,0.0267,0.111
602271W,114699,303647,7.55,111,19.51,9.61,16.445,2.053,0.159,0.09,0.005,0.05,0.005,0.562,0.011,8.2,10.68,1.862,97,1227,0.0035,0.81,0.494,5.64,0.728,0.17,0.23,141.29,1481.9,0.524,0.9,0.558,1.629,0.018,0.29,0.094,0.65,33.417,0.3773,0.084,0.0032,0.03,0.025,0.0099,0.036,0.0162,0.0027,16.93,0.327,0.566,0.076,0.324,0.066,0.014,0.011,0.074,0.061,0.013,0.038,0.005,0.034,0.006,0.005,0.001,0.01,0.005,0.103,0.005,0.0283,0.046
602272W,101360,308069,7.54,81,15.73,4.72,11.082,2.143,0.499,0.03,0.005,0.05,0.005,0.252,0.0067,5.4,7.3,1.978,55.4,1375,0.0051,0.65,0.492,3.76,1.337,0.213,0.227,19.35,455.9,0.1,0.29,0.372,1.241,0.005,0.57,0.066,0.571,15.382,0.2345,0.047,0.0043,0.086,0.025,0.0005,0.023,0.0334,0.0031,6.17,0.12,0.354,0.031,0.146,0.037,0.007,0.006,0.045,0.04,0.009,0.026,0.003,0.023,0.004,0.005,0.001,0.01,0.005,0.058,0.005,0.0125,0.065
602273W,126742,305912,7.4,221,74.37,14.99,19.618,4.101,0.252,0.11,0.005,0.05,0.024,1.01,0.0146,8.9,12.62,3.526,62.8,2883,0.0082,1.82,0.992,26.38,1.171,0.371,0.258,126.28,1162.1,0.466,0.77,0.392,1.695,0.012,0.23,0.104,1.55,80.626,0.255,0.178,0.0059,0.062,0.025,0.0083,0.042,0.0241,0.0057,18.72,0.2,0.336,0.044,0.181,0.033,0.008,0.006,0.038,0.036,0.008,0.026,0.004,0.027,0.005,0.005,0.001,0.01,0.005,0.044,0.005,0.0209,0.126
602275W,118676,301238,7.32,163,52.43,11.24,17.535,3.312,0.415,0.09,0.005,0.05,0.019,0.729,0.0143,7.8,11.86,2.728,91.3,2584,0.0102,1.32,0.977,15.88,1.593,0.401,0.191,91.63,1221.8,0.292,0.55,0.496,1.824,0.017,0.3,0.09,1.312,76.819,0.298,0.156,0.0066,0.066,0.025,0.0042,0.04,0.0179,0.0046,16.48,0.326,0.663,0.072,0.284,0.056,0.011,0.008,0.053,0.048,0.011,0.032,0.005,0.032,0.005,0.005,0.001,0.01,0.005,0.086,0.005,0.0223,0.162
602276W,126893,301635,7.37,479,219.46,19.12,25.121,13.076,0.855,0.12,0.005,0.05,0.083,0.534,0.0379,13.1,16.29,6.207,73.1,3925,0.0038,5.16,1.798,73.57,2.209,1.31,0.758,126.48,750.1,0.346,1.31,1.056,0.773,0.015,0.53,0.187,1.546,192.074,0.6836,0.784,0.0115,0.597,0.025,0.0225,0.044,0.041,0.0047,84.83,0.156,0.307,0.046,0.23,0.064,0.017,0.014,0.085,0.088,0.021,0.069,0.011,0.069,0.013,0.022,0.001,0.01,0.005,0.026,0.005,0.0368,1.271
602277W,127310,310299,7.21,146,24.38,25.02,21.716,2.893,0.15,0.13,0.005,0.05,0.019,0.753,0.0378,8.2,14.06,2.754,377.7,2377,0.0043,1.35,0.519,11.08,3.963,0.674,0.525,158.88,2504.3,1.425,0.97,0.529,2.435,0.05,0.39,0.145,0.976,37.963,1.6434,0.157,0.0133,0.015,0.025,0.0152,0.044,0.0223,0.0048,10.78,1.548,3.089,0.37,1.405,0.273,0.051,0.043,0.292,0.257,0.055,0.17,0.025,0.15,0.025,0.005,0.001,0.01,0.01,0.386,0.005,0.0691,0.061
602278W,113809,299406,7.53,150,49.99,9.12,14.428,1.154,0.057,0.05,0.005,0.05,0.017,0.644,0.0144,6.3,10.37,2.146,63.7,1511,0.0028,0.25,0.266,15.25,1.042,0.467,0.42,72.79,1406.7,0.377,0.88,0.439,1.078,0.014,0.87,0.107,0.314,44.238,0.5101,0.219,0.0026,0.015,0.025,0.0068,0.034,0.0171,0.0018,31.21,0.276,0.506,0.074,0.33,0.076,0.02,0.012,0.087,0.073,0.016,0.049,0.006,0.045,0.008,0.005,0.001,0.01,0.005,0.05,0.005,0.0178,0.08
602280W,119365,302846,7.44,122,26.09,12.45,16.343,2.292,0.274,0.07,0.005,0.05,0.022,0.501,0.0152,8,10.49,1.885,109.8,1594,0.0063,0.91,0.752,7.97,1.424,0.307,0.171,74.54,866.1,0.139,0.58,0.552,2.468,0.015,0.22,0.099,1.107,43.329,0.2591,0.098,0.0049,0.046,0.025,0.0023,0.037,0.0192,0.0043,13.54,0.331,0.604,0.071,0.287,0.046,0.011,0.007,0.05,0.042,0.008,0.026,0.004,0.024,0.004,0.005,0.001,0.01,0.005,0.083,0.005,0.0151,0.082
602281W,140933,295854,7.32,397,209.7,10.82,14.49,5.72,1.56,0.05,0.005,0.05,0.071,0.785,0.0085,10.3,9.78,3.657,43.2,2095,0.0036,1.91,0.784,72.08,0.391,0.12,0.134,75.51,1116.1,0.325,0.64,0.348,1.142,0.005,0.75,0.161,0.465,369.087,0.2306,0.137,0.0017,0.112,0.025,0.0181,0.037,0.0299,0.0005,57.11,0.063,0.111,0.016,0.077,0.022,0.005,0.005,0.026,0.029,0.006,0.022,0.003,0.02,0.004,0.005,0.001,0.01,0.005,0.036,0.005,0.0086,0.402
602282W,120149,320791,7.23,486,231.65,14.38,24.323,12.372,0.542,0.09,0.005,0.14,0.143,0.829,0.0063,17.5,14.38,7.7,11.2,1585,0.1031,4.48,2.162,79.72,0.488,0.386,0.215,15.73,341.2,0.131,1.36,0.431,2.791,0.005,0.39,0.193,1.183,490.616,0.0849,0.192,0.0029,0.183,0.025,0.0146,0.047,0.0523,0.0034,32.14,0.024,0.043,0.004,0.03,0.008,0.001,0.001,0.013,0.012,0.003,0.008,0.001,0.009,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0069,0.698
602283W,112866,301904,7.86,143,36.09,11.87,15.026,1.758,0.089,0.03,0.005,0.05,0.016,1.125,0.0288,6.9,10.65,1.881,105.8,1346,0.004,0.56,0.304,11.2,1.804,0.601,0.433,77.37,1358.6,0.134,0.66,0.398,1.44,0.02,0.94,0.117,0.356,35.068,1.4218,0.497,0.0049,0.015,0.025,0.0084,0.044,0.025,0.0005,83.07,0.343,0.717,0.115,0.517,0.147,0.038,0.031,0.193,0.209,0.045,0.132,0.02,0.127,0.021,0.013,0.001,0.01,0.005,0.128,0.005,0.0306,0.174
602284W,135675,303667,8.03,539,313.34,5.48,16.968,6.841,1.394,0.06,0.005,0.05,0.092,0.904,0.0022,9.3,10.27,5.352,8.2,2735,0.0027,2.26,1.164,103.22,0.11,0.133,0.105,18.96,200.5,0.072,0.31,0.239,0.481,0.005,0.35,0.123,0.465,238.754,0.0622,0.094,0.0011,0.144,0.025,0.0102,0.045,0.0195,0.0013,65.95,0.01,0.017,0.001,0.015,0.007,0.001,0.001,0.005,0.006,0.001,0.006,0.001,0.006,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.709
